question,question_tag,property,answer,answer_tag
问自首和坦白有什么区别,问题,专业回答,自首和坦白的区别：自首是指犯罪以后自动投案，如实供述自己的罪行的行为；坦白是指行为人如实供述自己罪行的行为。根据《刑法》第六十七条规定，犯罪以后自动投案，如实供述自己的罪行的，是自首。对于自首的犯罪分子，可以从轻或者减轻处罚。其中，犯罪较轻的，可以免除处罚。被采取强制措施的犯罪嫌疑人、被告人和正在服刑的罪犯，如实供述司法机关还未掌握的本人其他罪行的，以自首论。犯罪嫌疑人虽不具有前两款规定的自首情节，但是如实供述自己罪行的，可以从轻处罚；因其如实供述自己罪行，避免特别严重后果发生的，可以减轻处罚。-法律依据：《刑法》第六十七条犯罪以后自动投案，如实供述自己的罪行的，是自首。对于自首的犯罪分子，可以从轻或者减轻处罚。其中，犯罪较轻的，可以免除处罚。被采取强制措施的犯罪嫌疑人、被告人和正在服刑的罪犯，如实供述司法机关还未掌握的本人其他罪行的，以自首论。犯罪嫌疑人虽不具有前两款规定的自首情节，但是如实供述自己罪行的，可以从轻处罚；因其如实供述自己罪行，避免特别严重后果发生的，可以减轻处罚。,回答
问过失自首杀人的判刑标准是什么,问题,专业回答,过失致人死亡，处七年以下有期徒刑，行为人自首的，可以从轻或者减轻处罚。根据《刑法》第二百三十三条规定，过失致人死亡的，处三年以上七年以下有期徒刑；情节较轻的，处三年以下有期徒刑。本法另有规定的，依照规定。第六十七条第一、二款规定，犯罪以后自动投案，如实供述自己的罪行的，是自首。对于自首的犯罪分子，可以从轻或者减轻处罚。其中，犯罪较轻的，可以免除处罚。被采取强制措施的犯罪嫌疑人、被告人和正在服刑的罪犯，如实供述司法机关还未掌握的本人其他罪行的，以自首论。-法律依据：《刑法》第二百三十三条过失致人死亡的，处三年以上七年以下有期徒刑；情节较轻的，处三年以下有期徒刑。本法另有规定的，依照规定。第六十七条第一、二款犯罪以后自动投案，如实供述自己的罪行的，是自首。对于自首的犯罪分子，可以从轻或者减轻处罚。其中，犯罪较轻的，可以免除处罚。被采取强制措施的犯罪嫌疑人、被告人和正在服刑的罪犯，如实供述司法机关还未掌握的本人其他罪行的，以自首论。,回答
问在我国怎样算构成网络诈骗罪,问题,专业回答,在我国符合以下条件算构成网络诈骗罪：1、客体方面侵害的是公私财物的所有权；2、犯罪主体一般主体，具有刑事责任能力的人；3、主观方面是故意，出于获取牟利的目的；4、客观方面是行为人通过网络，采取违法方式骗取他人财物的。《刑法》第二百六十六条规定，诈骗公私财物，数额较大的，处三年以下有期徒刑、拘役或者管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处三年以上十年以下有期徒刑，并处罚金；数额特别巨大或者有其他特别严重情节的，处十年以上有期徒刑或者无期徒刑，并处罚金或者没收财产。本法另有规定的，依照规定。-法律依据：《刑法》第二百六十六条诈骗公私财物，数额较大的，处三年以下有期徒刑、拘役或者管制，并处或者单处罚金；数额巨大或者有其他严重情节的，处三年以上十年以下有期徒刑，并处罚金；数额特别巨大或者有其他特别严重情节的，处十年以上有期徒刑或者无期徒刑，并处罚金或者没收财产。本法另有规定的，依照规定。,回答
问构成非法出租枪支罪需要满足什么条件,问题,专业回答,构成非法出租枪支罪需要满足以下条件：1、主体是依法配备公务用枪的人员或单位；2、客体是公共安全和国家对枪支的管理制度；3、主观方面是故意；4、客观方面是行为人违反规定，非法出租枪支。《刑法》第一百二十八条第二款、第三款规定，依法配备公务用枪的人员，非法出租、出借枪支的，依照前款的规定处罚。依法配置枪支的人员，非法出租、出借枪支，造成严重后果的，依照第一款的规定处罚。-法律依据：《刑法》第一百二十八条违反枪支管理规定，非法持有、私藏枪支、弹药的，处三年以下有期徒刑、拘役或者管制；情节严重的，处三年以上七年以下有期徒刑。依法配备公务用枪的人员，非法出租、出借枪支的，依照前款的规定处罚。依法配置枪支的人员，非法出租、出借枪支，造成严重后果的，依照第一款的规定处罚。单位犯第二款、第三款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，依照第一款的规定处罚。,回答
问非法买卖警用装备罪如何处罚,问题,专业回答,非法买卖警用装备罪是指非法买卖人民警察制式服装、车辆号牌等专用标志、警械，如果犯罪情节严重的，由人民法院判处三年以下有期徒刑、拘役或者管制，并处或者单处罚金。《刑法》第二百八十一条规定，非法生产、买卖人民警察制式服装、车辆号牌等专用标志、警械，情节严重的，处三年以下有期徒刑、拘役或者管制，并处或者单处罚金。单位犯前款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，依照前款的规定处罚。-法律依据：《刑法》第二百八十一条非法生产、买卖人民警察制式服装、车辆号牌等专用标志、警械，情节严重的，处三年以下有期徒刑、拘役或者管制，并处或者单处罚金。单位犯前款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，依照前款的规定处罚。,回答
问爆炸罪是刑法多少条,问题,专业回答,爆炸罪是刑法第一百一十四条和第一百一十五条。《刑法》第一百一十四条规定，放火、决水、爆炸以及投放毒害性、放射性、传染病病原体等物质或者以其他危险方法危害公共安全，尚未造成严重后果的，处三年以上十年以下有期徒刑。第一百一十五条规定，放火、决水、爆炸以及投放毒害性、放射性、传染病病原体等物质或者以其他危险方法致人重伤、死亡或者使公私财产遭受重大损失的，处十年以上有期徒刑、无期徒刑或者死刑。过失犯前款罪的，处三年以上七年以下有期徒刑；情节较轻的，处三年以下有期徒刑或者拘役。-法律依据：《刑法》第一百一十四条放火、决水、爆炸以及投放毒害性、放射性、传染病病原体等物质或者以其他危险方法危害公共安全，尚未造成严重后果的，处三年以上十年以下有期徒刑。《刑法》第一百一十五条放火、决水、爆炸以及投放毒害性、放射性、传染病病原体等物质或者以其他危险方法致人重伤、死亡或者使公私财产遭受重大损失的，处十年以上有期徒刑、无期徒刑或者死刑。过失犯前款罪的，处三年以上七年以下有期徒刑；情节较轻的，处三年以下有期徒刑或者拘役。,回答
问犯罪嫌疑人在侦查阶段能否会见律师,问题,专业回答,犯罪嫌疑人在侦查阶段可以会见律师，辩护律师持律师执业证书、律师事务所证明和委托书或者法律援助公函要求会见在押的犯罪嫌疑人、被告人的，看守所应当及时安排会见，至迟不得超过四十八小时。《刑事诉讼法》第三十九条第一款、第二款规定，辩护律师可以同在押的犯罪嫌疑人、被告人会见和通信。其他辩护人经人民法院、人民检察院许可，也可以同在押的犯罪嫌疑人、被告人会见和通信。辩护律师持律师执业证书、律师事务所证明和委托书或者法律援助公函要求会见在押的犯罪嫌疑人、被告人的，看守所应当及时安排会见，至迟不得超过四十八小时。-法律依据：《刑事诉讼法》第三十九条辩护律师可以同在押的犯罪嫌疑人、被告人会见和通信。其他辩护人经人民法院、人民检察院许可，也可以同在押的犯罪嫌疑人、被告人会见和通信。辩护律师持律师执业证书、律师事务所证明和委托书或者法律援助公函要求会见在押的犯罪嫌疑人、被告人的，看守所应当及时安排会见，至迟不得超过四十八小时。危害国家安全犯罪、恐怖活动犯罪案件，在侦查期间辩护律师会见在押的犯罪嫌疑人，应当经侦查机关许可。上述案件，侦查机关应当事先通知看守所。,回答
问构成变造货币罪既遂怎么量刑,问题,专业回答,构成变造货币罪既遂量刑：数额较大的，处3年以下有期徒刑或者拘役，并处或者单处罚金；数额巨大的，处3年以上10年以下有期徒刑，并处罚金。变造货币“总面值在1000元以上或者币量100张以上”可视为“数额较大”。未达到以上数额的变造货币行为不宜以犯罪论处。《刑法》第一百七十三条规定，变造货币，数额较大的，处三年以下有期徒刑或者拘役，并处或者单处一万元以上十万元以下罚金；数额巨大的，处三年以上十年以下有期徒刑，并处二万元以上二十万元以下罚金。-法律依据：《刑法》第一百七十三条变造货币，数额较大的，处三年以下有期徒刑或者拘役，并处或者单处一万元以上十万元以下罚金；数额巨大的，处三年以上十年以下有期徒刑，并处二万元以上二十万元以下罚金。,回答
问拆迁人违法强拆构成犯罪吗,问题,专业回答,拆迁人违法强拆可能会构成犯罪，如果拆迁人没有经过批准，也没有办理拆迁手续，违法强拆他人房屋的，可能会构成故意毁坏财物罪，如果还有非法入侵他人房屋的还可能会构成非法搜查罪、非法侵入住宅罪。《刑法》第二百七十五条规定，故意毁坏公私财物，数额较大或者有其他严重情节的，处三年以下有期徒刑、拘役或者罚金；数额巨大或者有其他特别严重情节的，处三年以上七年以下有期徒刑。-法律依据：《刑法》第二百七十五条故意毁坏公私财物，数额较大或者有其他严重情节的，处三年以下有期徒刑、拘役或者罚金；数额巨大或者有其他特别严重情节的，处三年以上七年以下有期徒刑。,回答
问故意伤害罪死刑适用的条件,问题,专业回答,故意伤害罪死刑适用的条件是：1、故意伤害他人致人死亡；2、犯罪人的犯罪手段特别残忍；3、犯罪人以特别残忍手段致人重伤造成严重残疾的；4、犯罪人造成的社会危害性、影响性很大。《刑法》第二百三十四条规定，故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定的，依照规定。-法律依据：《刑法》第二百三十四条故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定的，依照规定。,回答
问构成巨额财产来源不明罪一般会怎么判,问题,专业回答,构成巨额财产来源不明罪一般会判处犯罪人五年以下有期徒刑或者拘役；如果犯罪涉案差额特别巨大的，处五年以上十年以下有期徒刑。财产的差额部分予以追缴。《刑法》第三百九十五条第一款规定，国家工作人员的财产、支出明显超过合法收入，差额巨大的，可以责令该国家工作人员说明来源，不能说明来源的，差额部分以非法所得论，处五年以下有期徒刑或者拘役；差额特别巨大的，处五年以上十年以下有期徒刑。财产的差额部分予以追缴。-法律依据：《刑法》第三百九十五条国家工作人员的财产、支出明显超过合法收入，差额巨大的，可以责令该国家工作人员说明来源，不能说明来源的，差额部分以非法所得论，处五年以下有期徒刑或者拘役；差额特别巨大的，处五年以上十年以下有期徒刑。财产的差额部分予以追缴。国家工作人员在境外的存款，应当依照国家规定申报。数额较大、隐瞒不报的，处二年以下有期徒刑或者拘役；情节较轻的，由其所在单位或者上级主管机关酌情给予行政处分。,回答
问倒卖文物罪既遂判多久,问题,专业回答,倒卖文物罪既遂，如果犯罪人的犯罪情节严重的，判处五年以下有期徒刑或者拘役，并处罚金；如果犯罪情节特别严重的，会被处五年以上十年以下有期徒刑，并处罚金。《刑法》第三百二十六条规定，以牟利为目的，倒卖国家禁止经营的文物，情节严重的，处五年以下有期徒刑或者拘役，并处罚金；情节特别严重的，处五年以上十年以下有期徒刑，并处罚金。单位犯前款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，依照前款的规定处罚。-法律依据：《刑法》第三百二十六条以牟利为目的，倒卖国家禁止经营的文物，情节严重的，处五年以下有期徒刑或者拘役，并处罚金；情节特别严重的，处五年以上十年以下有期徒刑，并处罚金。单位犯前款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，依照前款的规定处罚。,回答
问什么条件下才会构成非法私藏弹药罪,问题,专业回答,满足下列条件才会构成非法私藏弹药罪：1、犯罪主体是一般主体，具有刑事责任能力；2、犯罪客体是公共安全和国家对弹药的管理制度；3、犯罪主观方面是故意；4、犯罪客观方面是行为人违反枪支管理规定，非法私藏弹药。《刑法》第一百二十八条第一款规定，违反枪支管理规定，非法持有、私藏枪支、弹药的，处三年以下有期徒刑、拘役或者管制；情节严重的，处三年以上七年以下有期徒刑。-法律依据：《刑法》第一百二十八条违反枪支管理规定，非法持有、私藏枪支、弹药的，处三年以下有期徒刑、拘役或者管制；情节严重的，处三年以上七年以下有期徒刑。依法配备公务用枪的人员，非法出租、出借枪支的，依照前款的规定处罚。依法配置枪支的人员，非法出租、出借枪支，造成严重后果的，依照第一款的规定处罚。单位犯第二款、第三款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，依照第一款的规定处罚。,回答
问交通肇事罪的犯罪构成是什么,问题,专业回答,交通肇事罪的犯罪构成是：1、主体是具有刑事责任能力的自然人；2、主观方面是过失；3、客体是交通运输安全和他人的生命健康权；4、客观方面是行为人违反交通运输管理法规，因而发生重大事故。《刑法》第一百三十三条规定，违反交通运输管理法规，因而发生重大事故，致人重伤、死亡或者使公私财产遭受重大损失的，处三年以下有期徒刑或者拘役；交通运输肇事后逃逸或者有其他特别恶劣情节的，处三年以上七年以下有期徒刑；因逃逸致人死亡的，处七年以上有期徒刑。-法律依据：中华人民共和国刑法第一百三十三条违反交通运输管理法规，因而发生重大事故，致人重伤、死亡或者使公私财产遭受重大损失的，处三年以下有期徒刑或者拘役；交通运输肇事后逃逸或者有其他特别恶劣情节的，处三年以上七年以下有期徒刑；因逃逸致人死亡的，处七年以上有期徒刑。,回答
问刑事诉讼法拘留哺乳期的规定是什么,问题,专业回答,刑事诉讼法拘留哺乳期的规定是根据《刑事诉讼法》第七十四条规定，人民法院、人民检察院和公安机关对符合逮捕条件，有下列情形之一的犯罪嫌疑人、被告人，可以监视居住：(一)患有严重疾病、生活不能自理的；(二)怀孕或者正在哺乳自己婴儿的妇女；(三)系生活不能自理的人的唯一扶养人；(四)因为案件的特殊情况或者办理案件的需要，采取监视居住措施更为适宜的；(五)羁押期限届满，案件尚未办结，需要采取监视居住措施的。对符合取保候审条件，但犯罪嫌疑人、被告人不能提出保证人，也不交纳保证金的，可以监视居住。监视居住由公安机关执行。-法律依据：《刑事诉讼法》第七十四条人民法院、人民检察院和公安机关对符合逮捕条件，有下列情形之一的犯罪嫌疑人、被告人，可以监视居住：(一)患有严重疾病、生活不能自理的；(二)怀孕或者正在哺乳自己婴儿的妇女；(三)系生活不能自理的人的唯一扶养人；(四)因为案件的特殊情况或者办理案件的需要，采取监视居住措施更为适宜的；(五)羁押期限届满，案件尚未办结，需要采取监视居住措施的。,回答
问刑诉法强制措施有哪些,问题,专业回答,刑诉法强制措施有：1、拘传；2、取保候审，对犯罪嫌疑人、被告人取保候审最长不得超过十二个月；3、监视居住，对犯罪嫌疑人、被告人监视居住最长不得超过六个月。《刑事诉讼法》第六十六条规定，人民法院、人民检察院和公安机关根据案件情况，对犯罪嫌疑人、被告人可以拘传、取保候审或者监视居住。第七十九条第一款规定，人民法院、人民检察院和公安机关对犯罪嫌疑人、被告人取保候审最长不得超过十二个月，监视居住最长不得超过六个月。-法律依据：刑事诉讼法第六十六条人民法院、人民检察院和公安机关根据案件情况，对犯罪嫌疑人、被告人可以拘传、取保候审或者监视居住。刑事诉讼法第七十九条人民法院、人民检察院和公安机关对犯罪嫌疑人、被告人取保候审最长不得超过十二个月，监视居住最长不得超过六个月。在取保候审、监视居住期间，不得中断对案件的侦查、起诉和审理。对于发现不应当追究刑事责任或者取保候审、监视居住期限届满的，应当及时解除取保候审、监视居住。解除取保候审、监视居住，应当及时通知被取保候审、监视居住人和有关单位。,回答
问电话恐吓威胁算犯罪吗,问题,专业回答,电话恐吓威胁不算犯罪，但行为人如果追逐、拦截、辱骂、恐吓他人，情节恶劣构成寻衅滋事罪的，处五年以下有期徒刑、拘役或者管制；纠集他人多次实施这一行为，严重破坏社会秩序的，处五年以上十年以下有期徒刑，可以并处罚金。《刑法》第二百九十三条第一款第二项、第二款规定，有追逐、拦截、辱骂、恐吓他人，情节恶劣的寻衅滋事行为之一，破坏社会秩序的，处五年以下有期徒刑、拘役或者管制。纠集他人多次实施前款行为，严重破坏社会秩序的，处五年以上十年以下有期徒刑，可以并处罚金。-法律依据：中华人民共和国刑法第二百九十三条有下列寻衅滋事行为之一，破坏社会秩序的，处五年以下有期徒刑、拘役或者管制：(一)随意殴打他人，情节恶劣的；(二)追逐、拦截、辱骂、恐吓他人，情节恶劣的；(三)强拿硬要或者任意损毁、占用公私财物，情节严重的；(四)在公共场所起哄闹事，造成公共场所秩序严重混乱的。纠集他人多次实施前款行为，严重破坏社会秩序的，处五年以上十年以下有期徒刑，可以并处罚金。,回答
问刑法中如何规定破坏电力设备罪量刑标准,问题,专业回答,刑法中规定破坏电力设备罪量刑标准是：未造成严重后果的，处三年以上十年以下有期徒刑；造成严重后果的，处十年以上有期徒刑、无期徒刑或者死刑；过失犯此罪的，处三年以上七年以下有期徒刑。《刑法》第一百一十八条规定，破坏电力、燃气或者其他易燃易爆设备，危害公共安全，尚未造成严重后果的，处三年以上十年以下有期徒刑。第一百一十九条规定，破坏交通工具、交通设施、电力设备、燃气设备、易燃易爆设备，造成严重后果的，处十年以上有期徒刑、无期徒刑或者死刑。过失犯前款罪的，处三年以上七年以下有期徒刑；情节较轻的，处三年以下有期徒刑或者拘役。-法律依据：《刑法》第一百一十八条破坏电力、燃气或者其他易燃易爆设备，危害公共安全，尚未造成严重后果的，处三年以上十年以下有期徒刑。第一百一十九条破坏交通工具、交通设施、电力设备、燃气设备、易燃易爆设备，造成严重后果的，处十年以上有期徒刑、无期徒刑或者死刑。过失犯前款罪的，处三年以上七年以下有期徒刑；情节较轻的，处三年以下有期徒刑或者拘役。,回答
问中国对非法提供精神药品罪的判刑标准,问题,专业回答,中国对非法提供精神药品罪的判刑标准是对违反国家规定，向吸食、注射毒品的人提供国家规定管制的能够使人形成瘾癖的麻醉药品、精神药品的，处三年以下有期徒刑或者拘役，并处罚金；情节严重的，处三年以上七年以下有期徒刑，并处罚金。《刑法》第三百五十五条第一款规定，依法从事生产、运输、管理、使用国家管制的麻醉药品、精神药品的人员，违反国家规定，向吸食、注射毒品的人提供国家规定管制的能够使人形成瘾癖的麻醉药品、精神药品的，处三年以下有期徒刑或者拘役，并处罚金；情节严重的，处三年以上七年以下有期徒刑，并处罚金。-法律依据：《刑法》第三百五十五条依法从事生产、运输、管理、使用国家管制的麻醉药品、精神药品的人员，违反国家规定，向吸食、注射毒品的人提供国家规定管制的能够使人形成瘾癖的麻醉药品、精神药品的，处三年以下有期徒刑或者拘役，并处罚金；情节严重的，处三年以上七年以下有期徒刑，并处罚金。向走私、贩卖毒品的犯罪分子或者以牟利为目的，向吸食、注射毒品的人提供国家规定管制的能够使人形成瘾癖的麻醉药品、精神药品的，依照本法第三百四十七条的规定定罪处罚。单位犯前款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，依照前款的规定处罚。,回答
