question,question_tag,property,answer,answer_tag
问车主开车撞死人怎么赔偿,问题,专业回答,车主开车撞死人应当赔偿丧葬费、死亡赔偿金、被扶养人的抚养费。其中丧葬费按照受诉法院所在地上一年度职工月平均工资标准，以六个月总额计算。其余赔偿项目标准，按照相关法律规定计算。《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第十五条规定，死亡赔偿金按照受诉法院所在地上一年度城镇居民人均可支配收入或者农村居民人均纯收入标准，按二十年计算。但六十周岁以上的，年龄每增加一岁减少一年；七十五周岁以上的，按五年计算。-法律依据：最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释第十五条死亡赔偿金按照受诉法院所在地上一年度城镇居民人均可支配收入或者农村居民人均纯收入标准，按二十年计算。但六十周岁以上的，年龄每增加一岁减少一年；七十五周岁以上的，按五年计算。,回答
问机动车借他人出事故怎么办,问题,专业回答,机动车借他人出事故，一般由给实际使用人承担责任。但是如果机动车所有人对于损害的发生存在过错，且属于机动车一方的责任，也需承担相应的赔偿责任。根据《民法典》第一千二百零九条的规定，因租赁、借用等情形机动车所有人、管理人与使用人不是同一人时，发生交通事故造成损害，属于该机动车一方责任的，由机动车使用人承担赔偿责任；机动车所有人、管理人对损害的发生有过错的，承担相应的赔偿责任。-法律依据：《民法典》第一千二百零九条因租赁、借用等情形机动车所有人、管理人与使用人不是同一人时，发生交通事故造成损害，属于该机动车一方责任的，由机动车使用人承担赔偿责任；机动车所有人、管理人对损害的发生有过错的，承担相应的赔偿责任。,回答
问法律规定醉驾是否应负全责,问题,专业回答,法律并没有规定醉驾应当负全责。根据《道路交通安全法实施条例》第九十一条的规定，公安机关交通管理部门应当根据交通事故当事人的行为对发生交通事故所起的作用以及过错的严重程度，确定当事人的责任。《道路交通安全法》第九十一条第二款规定，醉酒驾驶机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；五年内不得重新取得机动车驾驶证。《刑法》第一百三十三条之一第一款第二项规定，在道路上醉酒驾驶机动车的，处拘役，并处罚金。-法律依据：《道路交通安全法实施条例》第九十一条公安机关交通管理部门应当根据交通事故当事人的行为对发生交通事故所起的作用以及过错的严重程度，确定当事人的责任。《道路交通安全法》第九十一条醉酒驾驶机动车的，由公安机关交通管理部门约束至酒醒，吊销机动车驾驶证，依法追究刑事责任；五年内不得重新取得机动车驾驶证。《刑法》第一百三十三条之一在道路上驾驶机动车，有下列情形之一的，处拘役，并处罚金：（二）醉酒驾驶机动车的。,回答
问醉驾进看守所要多久移交到检察院,问题,专业回答,醉驾进看守所，被侦查羁押两个月以内移交到检察院，最长一般不超过三个月。根据《刑事诉讼法》第一百五十六条的规定，对犯罪嫌疑人逮捕后的侦查羁押期限不得超过二个月。案情复杂、期限届满不能终结的案件，可以经上一级人民检察院批准延长一个月。《刑法》第一百三十三条之一第一款规定，在道路上驾驶机动车，有下列情形之一的，处拘役，并处罚金：（一）追逐竞驶，情节恶劣的；（二）醉酒驾驶机动车的；（三）从事校车业务或者旅客运输，严重超过额定乘员载客，或者严重超过规定时速行驶的；（四）违反危险化学品安全管理规定运输危险化学品，危及公共安全的。-法律依据：《刑事诉讼法》第一百五十六条对犯罪嫌疑人逮捕后的侦查羁押期限不得超过二个月。案情复杂、期限届满不能终结的案件，可以经上一级人民检察院批准延长一个月。《刑法》第一百三十三条之一第一款在道路上驾驶机动车，有下列情形之一的，处拘役，并处罚金：（一）追逐竞驶，情节恶劣的；（二）醉酒驾驶机动车的；（三）从事校车业务或者旅客运输，严重超过额定乘员载客，或者严重超过规定时速行驶的；（四）违反危险化学品安全管理规定运输危险化学品，危及公共安全的。,回答
问肇事逃逸后受害人死亡怎么处理,问题,专业回答,肇事逃逸后受害人死亡，首先肇事者负全部责任，承担赔偿责任。其次如因逃逸行为导致被害人死亡，构成交通肇事罪，根据《刑法》第一百三十三条的规定，处七年以上有期徒刑。《最高人民法院关于审理交通肇事刑事案件具体应用法律若干问题的解释》第二条第一款规定，交通肇事具有下列情形之一的，处三年以下有期徒刑或者拘役：（一）死亡一人或者重伤三人以上，负事故全部或者主要责任的；（二）死亡三人以上，负事故同等责任的；（三）造成公共财产或者他人财产直接损失，负事故全部或者主要责任，无能力赔偿数额在三十万元以上的。-法律依据：《刑法》第一百三十三条违反交通运输管理法规，因而发生重大事故，致人重伤、死亡或者使公私财产遭受重大损失的，处三年以下有期徒刑或者拘役；交通运输肇事后逃逸或者有其他特别恶劣情节的，处三年以上七年以下有期徒刑；因逃逸致人死亡的，处七年以上有期徒刑。,回答
问醉驾追溯期效是多长时间,问题,专业回答,醉驾构成危险驾驶罪，追诉期为五年。根据《刑法》第四十二条的规定，拘役的期限，为一个月以上六个月以下。第八十七条规定，犯罪经过下列期限不再追诉：（一）法定最高刑为不满五年有期徒刑的，经过五年；（二）法定最高刑为五年以上不满十年有期徒刑的，经过十年；（三）法定最高刑为十年以上有期徒刑的，经过十五年；（四）法定最高刑为无期徒刑、死刑的，经过二十年。如果二十年以后认为必须追诉的，须报请最高人民检察院核准。第一百三十三条之一第一款第二项规定，醉酒驾驶机动车的处拘役，并处罚金。-法律依据：中华人民共和国刑法第四十二条拘役的期限，为一个月以上六个月以下。中华人民共和国刑法第八十七条犯罪经过下列期限不再追诉：（一）法定最高刑为不满五年有期徒刑的，经过五年；（二）法定最高刑为五年以上不满十年有期徒刑的，经过十年；（三）法定最高刑为十年以上有期徒刑的，经过十五年；（四）法定最高刑为无期徒刑、死刑的，经过二十年。如果二十年以后认为必须追诉的，须报请最高人民检察院核准。,回答
问无证驾驶逃逸算犯罪吗,问题,专业回答,无证驾驶逃逸，如果造成了严重的交通事故，那么极大可能构成交通肇事罪，属于犯罪行为。如果没有发生事故，一般不构成犯罪。实践中是否够成犯罪，应当根据法律规定结合实际情况确定。《道路交通安全法》第一百零一条第二款规定，造成交通事故后逃逸的，由公安机关交通管理部门吊销机动车驾驶证，且终生不得重新取得机动车驾驶证。《刑法》第一百三十三条规定，违反交通运输管理法规，因而发生重大事故，致人重伤、死亡或者使公私财产遭受重大损失的，处三年以下有期徒刑或者拘役；交通运输肇事后逃逸或者有其他特别恶劣情节的，处三年以上七年以下有期徒刑；因逃逸致人死亡的，处七年以上有期徒刑。-法律依据：《道路交通安全法》第一百零一条第二款造成交通事故后逃逸的，由公安机关交通管理部门吊销机动车驾驶证，且终生不得重新取得机动车驾驶证。《刑法》第一百三十三条违反交通运输管理法规，因而发生重大事故，致人重伤、死亡或者使公私财产遭受重大损失的，处三年以下有期徒刑或者拘役；交通运输肇事后逃逸或者有其他特别恶劣情节的，处三年以上七年以下有期徒刑；因逃逸致人死亡的，处七年以上有期徒刑。,回答
问交通肇事致人重伤会如何处罚,问题,专业回答,交通肇事致人重伤，如构成交通肇事罪，则会根据《刑法》第一百三十三条的规定判刑，一般处以三年以下有期徒刑或者拘役。如果尚未构成刑事犯罪，则应承担赔偿责任。《道路交通安全法》第一百零一条规定，违反道路交通安全法律、法规的规定，发生重大交通事故，构成犯罪的，依法追究刑事责任，并由公安机关交通管理部门吊销机动车驾驶证。造成交通事故后逃逸的，由公安机关交通管理部门吊销机动车驾驶证，且终生不得重新取得机动车驾驶证。-法律依据：《刑法》第一百三十三条违反交通运输管理法规，因而发生重大事故，致人重伤、死亡或者使公私财产遭受重大损失的，处三年以下有期徒刑或者拘役；交通运输肇事后逃逸或者有其他特别恶劣情节的，处三年以上七年以下有期徒刑；因逃逸致人死亡的，处七年以上有期徒刑。,回答
问打交通事故官司要哪些证据,问题,专业回答,打交通事故官司一般需要以下证据：1、交通事故责任认定书；2、费用发票，包括医疗费发票、交通费发票、住宿费发票、残疾辅助器具的发票等；3、鉴定机构出具的伤残鉴定报告；4、医院就诊病历、检查检验报告；5、误工时间和收入状况的相关证明；6、被抚养人亲属关系证明。根据《民事诉讼法》第六十三条的规定，证据包括：（一）当事人的陈述；（二）书证；（三）物证；（四）视听资料；（五）电子数据；（六）证人证言；（七）鉴定意见；（八）勘验笔录。证据必须查证属实，才能作为认定事实的根据。-法律依据：《民事诉讼法》第六十三条证据包括：（一）当事人的陈述；（二）书证；（三）物证；（四）视听资料；（五）电子数据；（六）证人证言；（七）鉴定意见；（八）勘验笔录。证据必须查证属实，才能作为认定事实的根据。,回答
问肇事逃逸无人员伤亡怎么处理,问题,专业回答,肇事逃逸无人员伤亡的，由公安机关交通管理部门处二百元以上二千元以下罚款。根据《刑法》第一百三十三条规定，违反交通运输管理法规，因而发生重大事故，致人重伤、死亡或者使公私财产遭受重大损失的，处三年以下有期徒刑或者拘役；交通运输肇事后逃逸或者有其他特别恶劣情节的，处三年以上七年以下有期徒刑；因逃逸致人死亡的，处七年以上有期徒刑。《道路交通安全法》第九十九条第一款第三项规定，造成交通事故后逃逸，尚不构成犯罪的，由公安机关交通管理部门处二百元以上二千元以下罚款。-法律依据：《刑法》第一百三十三条违反交通运输管理法规，因而发生重大事故，致人重伤、死亡或者使公私财产遭受重大损失的，处三年以下有期徒刑或者拘役；交通运输肇事后逃逸或者有其他特别恶劣情节的，处三年以上七年以下有期徒刑；因逃逸致人死亡的，处七年以上有期徒刑。《道路交通安全法》第九十九条第一款第三项有下列行为之一的，由公安机关交通管理部门处二百元以上二千元以下罚款：（三）造成交通事故后逃逸，尚不构成犯罪的。,回答
问高速限速100允许超多少,问题,专业回答,高速限速100不允许超速，超速10%以下处罚款二十元以上二百元以下罚款；超速10%至20%扣3分，处警告以及五十元以上的罚款；超速50%的，处二百元以上二千元以下罚款，扣6分。《道路交通安全违法行为记分分值》第三条第二项规定，驾驶中型以上载客载货汽车、危险物品运输车辆在高速公路、城市快速路以外的道路上行驶或者驾驶其他机动车行驶超过规定时速未达20%的，一次记3分。《道路交通安全法》第九十条规定，机动车驾驶人违反道路交通安全法律、法规关于道路通行规定的，处警告或者二十元以上二百元以下罚款。本法另有规定的，依照规定处罚。-法律依据：《道路交通安全违法行为记分分值》第三条机动车驾驶人有下列违法行为之一，一次记3分：(一)驾驶营运客车(不包括公共汽车)、校车以外的载客汽车载人超过核定人数未达20%的；(二)驾驶中型以上载客载货汽车、危险物品运输车辆在高速公路、城市快速路以外的道路上行驶或者驾驶其他机动车行驶超过规定时速未达20%的；(三)驾驶货车载物超过核定载质量未达30%的；(四)驾驶机动车在高速公路上行驶低于规定最低时速的；(五)驾驶禁止驶入高速公路的机动车驶入高速公路的。,回答
问交通事故死亡赔偿金标准,问题,专业回答,交通事故死亡赔偿金标准是根据审理交通事故的人民法院所在地，发生交通事故的上一年度当地城镇居民人均可支配收入或者农村居民人均纯收入标准，按照二十年的时间计算。《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第十五条规定，死亡赔偿金按照受诉法院所在地上一年度城镇居民人均可支配收入或者农村居民人均纯收入标准，按二十年计算。但六十周岁以上的，年龄每增加一岁减少一年；七十五周岁以上的，按五年计算。-法律依据：《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第十五条死亡赔偿金按照受诉法院所在地上一年度城镇居民人均可支配收入或者农村居民人均纯收入标准，按二十年计算。但六十周岁以上的，年龄每增加一岁减少一年；七十五周岁以上的，按五年计算。,回答
问发生轻微交通事故以后应该怎么处理,问题,专业回答,发生轻微交通事故以后应该立即靠边停车，设置危险警示标识，保护现场，然后拨打交警部门和保险公司的电话；由交警对现场进行调查取证，由保险公司办理保险理赔。《道路交通安全法》第七十条第一款规定，在道路上发生交通事故，车辆驾驶人应当立即停车，保护现场；造成人身伤亡的，车辆驾驶人应当立即抢救受伤人员，并迅速报告执勤的交通警察或者公安机关交通管理部门。因抢救受伤人员变动现场的，应当标明位置。乘车人、过往车辆驾驶人、过往行人应当予以协助。-法律依据：《道路交通安全法》第七十条在道路上发生交通事故，车辆驾驶人应当立即停车，保护现场；造成人身伤亡的，车辆驾驶人应当立即抢救受伤人员，并迅速报告执勤的交通警察或者公安机关交通管理部门。因抢救受伤人员变动现场的，应当标明位置。乘车人、过往车辆驾驶人、过往行人应当予以协助。在道路上发生交通事故，未造成人身伤亡，当事人对事实及成因无争议的，可以即行撤离现场，恢复交通，自行协商处理损害赔偿事宜；不即行撤离现场的，应当迅速报告执勤的交通警察或者公安机关交通管理部门。在道路上发生交通事故，仅造成轻微财产损失，并且基本事实清楚的，当事人应当先撤离现场再进行协商处理。,回答
问车借给别人要不回来怎么办,问题,专业回答,车借给别人要不回来的，可以与对方好好沟通协商，如果协商不成的话，可以直接向法院提起诉讼，要求其返还原物。根据《民事诉讼法》第一百一十九条规定，起诉必须符合下列条件：（一）原告是与本案有直接利害关系的公民、法人和其他组织；（二）有明确的被告；（三）有具体的诉讼请求和事实、理由；（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。第一百二十二条规定，当事人起诉到人民法院的民事纠纷，适宜调解的，先行调解，但当事人拒绝调解的除外。-法律依据：中华人民共和国民事诉讼法第一百一十九条起诉必须符合下列条件：（一）原告是与本案有直接利害关系的公民、法人和其他组织；（二）有明确的被告；（三）有具体的诉讼请求和事实、理由；（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。,回答
问交通肇事逃逸伤者骨折怎么办,问题,专业回答,交通肇事逃逸伤者骨折，肇事逃逸方一般承担事故的全部责任，依法承担赔偿责任。同时，行为人会被处以二百元以上二千元以下罚款，并处十五日以下拘留。根据《道路交通安全法》第九十九条第一款第三项的规定，造成交通事故后逃逸，尚不构成犯罪的，由公安机关交通管理部门处二百元以上二千元以下罚款。第二款规定，行为人有前款第二项、第四项情形之一的，可以并处吊销机动车驾驶证；有第一项、第三项、第五项至第八项情形之一的，可以并处十五日以下拘留。第一百零一条第二款规定，造成交通事故后逃逸的，由公安机关交通管理部门吊销机动车驾驶证，且终生不得重新取得机动车驾驶证。-法律依据：《道路交通安全法》第九十九条第一款第三项、第二款有下列行为之一的，由公安机关交通管理部门处二百元以上二千元以下罚款：（三）造成交通事故后逃逸，尚不构成犯罪的；行为人有前款第二项、第四项情形之一的，可以并处吊销机动车驾驶证；有第一项、第三项、第五项至第八项情形之一的，可以并处十五日以下拘留。第一百零一条第二款造成交通事故后逃逸的，由公安机关交通管理部门吊销机动车驾驶证，且终生不得重新取得机动车驾驶证。,回答
问交通事故私了协议书的写法,问题,专业回答,交通事故私了协议书的写法如下：写明双方当事人、事故发生的经过、责任的认定医药费、误工费、护理费、伙食补助费、交通费、住宿费、车辆维修费等最后注明赔偿方式及履行期限，并约定若未在限期内履行的解决方式。根据《道路交通安全法》第七十条规定，在道路上发生交通事故，车辆驾驶人应当立即停车，保护现场；造成人身伤亡的，车辆驾驶人应当立即抢救受伤人员，并迅速报告执勤的交通警察或者公安机关交通管理部门。因抢救受伤人员变动现场的，应当标明位置。-法律依据：《道路交通安全法》第七十条在道路上发生交通事故，车辆驾驶人应当立即停车，保护现场；造成人身伤亡的，车辆驾驶人应当立即抢救受伤人员，并迅速报告执勤的交通警察或者公安机关交通管理部门。因抢救受伤人员变动现场的，应当标明位置。乘车人、过往车辆驾驶人、过往行人应当予以协助。在道路上发生交通事故，未造成人身伤亡，当事人对事实及成因无争议的，可以即行撤离现场，恢复交通，自行协商处理损害赔偿事宜；不即行撤离现场的，应当迅速报告执勤的交通警察或者公安机关交通管理部门。在道路上发生交通事故，仅造成轻微财产损失，并且基本事实清楚的，当事人应当先撤离现场再进行协商处理。,回答
问交强险是否需要报案,问题,专业回答,交强险需要报案。根据《机动车交通事故责任强制保险条例》第二十七条规定，被保险机动车发生道路交通事故，被保险人或者受害人通知保险公司的，保险公司应当立即给予答复，告知被保险人或者受害人具体的赔偿程序等有关事项。第二十八条规定，被保险机动车发生道路交通事故的，由被保险人向保险公司申请赔偿保险金。保险公司应当自收到赔偿申请之日起1日内，书面告知被保险人需要向保险公司提供的与赔偿有关的证明和资料。以上是我对这个问题的解答，谢谢大家。-法律依据：《机动车交通事故责任强制保险条例》第二十七条被保险机动车发生道路交通事故，被保险人或者受害人通知保险公司的，保险公司应当立即给予答复，告知被保险人或者受害人具体的赔偿程序等有关事项。第二十八条被保险机动车发生道路交通事故的，由被保险人向保险公司申请赔偿保险金。保险公司应当自收到赔偿申请之日起1日内，书面告知被保险人需要向保险公司提供的与赔偿有关的证明和资料。,回答
问驾驶证被扣除6分怎么办,问题,专业回答,驾驶证被扣除6分，应当及时缴纳罚款，对驾驶人不会有其他影响。根据《道路交通安全法》第一百零八条规定，当事人应当自收到罚款的行政处罚决定书之日起十五日内，到指定的银行缴纳罚款。对行人、乘车人和非机动车驾驶人的罚款，当事人无异议的，可以当场予以收缴罚款。罚款应当开具省、自治区、直辖市财政部门统一制发的罚款收据；不出具财政部门统一制发的罚款收据的，当事人有权拒绝缴纳罚款。-法律依据：《道路交通安全法》第一百零八条当事人应当自收到罚款的行政处罚决定书之日起十五日内，到指定的银行缴纳罚款。对行人、乘车人和非机动车驾驶人的罚款，当事人无异议的，可以当场予以收缴罚款。罚款应当开具省、自治区、直辖市财政部门统一制发的罚款收据；不出具财政部门统一制发的罚款收据的，当事人有权拒绝缴纳罚款。,回答
