question,question_tag,property,answer,answer_tag
问卖房要付中介费吗,问题,专业回答,卖房在委托了中介，签订了中介合同，且中介促成交易的情形下，要付中介费。根据《民法典》第九百六十三条的规定，中介人促成合同成立的，委托人应当按照约定支付报酬。对中介人的报酬没有约定或者约定不明确，依据本法第五百一十条的规定仍不能确定的，根据中介人的劳务合理确定。因中介人提供订立合同的媒介服务而促成合同成立的，由该合同的当事人平均负担中介人的报酬。中介人促成合同成立的，中介活动的费用，由中介人负担。第九百六十四条规定，中介人未促成合同成立的，不得请求支付报酬；但是，可以按照约定请求委托人支付从事中介活动支出的必要费用。-法律依据：《民法典》第九百六十三条中介人促成合同成立的，委托人应当按照约定支付报酬。对中介人的报酬没有约定或者约定不明确，依据本法第五百一十条的规定仍不能确定的，根据中介人的劳务合理确定。因中介人提供订立合同的媒介服务而促成合同成立的，由该合同的当事人平均负担中介人的报酬。中介人促成合同成立的，中介活动的费用，由中介人负担。《民法典》第九百六十四条中介人未促成合同成立的，不得请求支付报酬；但是，可以按照约定请求委托人支付从事中介活动支出的必要费用。,回答
问房子被房客转租房东可以扣押金吗,问题,专业回答,房子被房客转租，在一般情形下房东不可以扣押金。如果合同中有明确约定擅自转租，出租人可以扣押金，则遵从合同约定。根据《民法典》第七百一十六条的规定，承租人经出租人同意，可以将租赁物转租给第三人。承租人转租的，承租人与出租人之间的租赁合同继续有效；第三人造成租赁物损失的，承租人应当赔偿损失。承租人未经出租人同意转租的，出租人可以解除合同。第七百一十八条规定，出租人知道或者应当知道承租人转租，但是在六个月内未提出异议的，视为出租人同意转租。-法律依据：《民法典》第七百一十六条承租人经出租人同意，可以将租赁物转租给第三人。承租人转租的，承租人与出租人之间的租赁合同继续有效；第三人造成租赁物损失的，承租人应当赔偿损失。承租人未经出租人同意转租的，出租人可以解除合同。第七百一十八条出租人知道或者应当知道承租人转租，但是在六个月内未提出异议的，视为出租人同意转租。,回答
问租房产生纠纷去哪里投诉,问题,专业回答,租房产生纠纷去房租所在地的县级以上地方人民政府建设（房地产）主管部门投诉。除了投诉，当事人还可以采用协商、调解、仲裁、诉讼的方式解决该纠纷。《商品房屋租赁管理办法》第四条规定，国务院住房和城乡建设主管部门负责全国房屋租赁的指导和监督工作。县级以上地方人民政府建设（房地产）主管部门负责本行政区域内房屋租赁的监督管理。《民事诉讼法》第一百二十条规定，起诉应当向人民法院递交起诉状，并按照被告人数提出副本。书写起诉状确有困难的，可以口头起诉，由人民法院记入笔录，并告知对方当事人。-法律依据：《商品房屋租赁管理办法》第四条国务院住房和城乡建设主管部门负责全国房屋租赁的指导和监督工作。县级以上地方人民政府建设（房地产）主管部门负责本行政区域内房屋租赁的监督管理。《民事诉讼法》第一百二十条起诉应当向人民法院递交起诉状，并按照被告人数提出副本。书写起诉状确有困难的，可以口头起诉，由人民法院记入笔录，并告知对方当事人。,回答
问签了租房合同没交钱这合同有效吗,问题,专业回答,签了租房合同没交钱，合同符合法律规定的效力要件时，一般是有效的。根据2021年生效的《民法典》第一百四十三条的规定，具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。第七百零三条规定，租赁合同是出租人将租赁物交付承租人使用、收益，承租人支付租金的合同。第七百零四条规定，租赁合同的内容一般包括租赁物的名称、数量、用途、租赁期限、租金及其支付期限和方式、租赁物维修等条款。-法律依据：中华人民共和国民法典第一百四十三条具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。中华人民共和国民法典第七百零三条租赁合同是出租人将租赁物交付承租人使用、收益，承租人支付租金的合同。中华人民共和国民法典第七百零四条租赁合同的内容一般包括租赁物的名称、数量、用途、租赁期限、租金及其支付期限和方式、租赁物维修等条款。,回答
问二手房阴阳合同的法律效力是怎么认定的,问题,专业回答,二手房阴阳合同中的阴合同，属于当事人真实意思表示，一般认定为具有法律效力。具体应根据实践中的具体情形确定。阳合同为当事人虚假的意思表示，不具备法律效力。根据2021年生效的《民法典》第一百四十三条的规定，具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。第一百四十六条规定，行为人与相对人以虚假的意思表示实施的民事法律行为无效。以虚假的意思表示隐藏的民事法律行为的效力，依照有关法律规定处理。-法律依据：《民法典》第一百四十三条具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。第一百四十六条行为人与相对人以虚假的意思表示实施的民事法律行为无效。以虚假的意思表示隐藏的民事法律行为的效力，依照有关法律规定处理。,回答
问几种情况下签订的购房合同无效,问题,专业回答,下列情况下，签订的购房合同无效：1、合同当事人存在虚假的意思表示；2、合同的内容与法律的强制性法律规定相违背；3、相对人恶意串通，损害他人合法权益。根据2021年生效的《民法典》第一百四十六条的规定，行为人与相对人以虚假的意思表示实施的民事法律行为无效。以虚假的意思表示隐藏的民事法律行为的效力，依照有关法律规定处理。第一百五十四条规定，行为人与相对人恶意串通，损害他人合法权益的民事法律行为无效。-法律依据：《民法典》第一百四十六条行为人与相对人以虚假的意思表示实施的民事法律行为无效。以虚假的意思表示隐藏的民事法律行为的效力，依照有关法律规定处理。第一百五十四条行为人与相对人恶意串通，损害他人合法权益的民事法律行为无效。,回答
问承租方违约要退还租金吗,问题,专业回答,承租方违约的，租金需要退还，出租人可以将租金抵扣违约金后退还承租人。根据《民法典》第五百六十六条第一、二款规定，合同解除后，尚未履行的，终止履行；已经履行的，根据履行情况和合同性质，当事人可以请求恢复原状或者采取其他补救措施，并有权请求赔偿损失。合同因违约解除的，解除权人可以请求违约方承担违约责任，但是当事人另有约定的除外。第五百七十七条规定，当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。-法律依据：中华人民共和国民法典第五百六十六条合同解除后，尚未履行的，终止履行；已经履行的，根据履行情况和合同性质，当事人可以请求恢复原状或者采取其他补救措施，并有权请求赔偿损失。合同因违约解除的，解除权人可以请求违约方承担违约责任，但是当事人另有约定的除外。中华人民共和国民法典第五百七十七条当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。,回答
问违约金可以写固定吗,问题,专业回答,违约金可以约定固定的金额。根据《民法典》第五百八十五条规定，当事人可以约定一方违约时应当根据违约情况向对方支付一定数额的违约金，也可以约定因违约产生的损失赔偿额的计算方法。约定的违约金低于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以增加；约定的违约金过分高于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以适当减少。当事人就迟延履行约定违约金的，违约方支付违约金后，还应当履行债务。-法律依据：《民法典》第五百八十五条当事人可以约定一方违约时应当根据违约情况向对方支付一定数额的违约金，也可以约定因违约产生的损失赔偿额的计算方法。约定的违约金低于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以增加；约定的违约金过分高于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以适当减少。当事人就迟延履行约定违约金的，违约方支付违约金后，还应当履行债务。,回答
问租房合同可以加名字吗,问题,专业回答,租房合同可以加名字。根据《民法典》第五百四十三条规定，当事人协商一致，可以变更合同。第五百四十四条规定，当事人对合同变更的内容约定不明确的，推定为未变更。第一百四十三条规定，具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。-法律依据：中华人民共和国民法典第五百四十三条当事人协商一致，可以变更合同。中华人民共和国民法典第五百四十四条当事人对合同变更的内容约定不明确的，推定为未变更。中华人民共和国民法典第一百四十三条具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。,回答
问交了定金没签认购合同能退吗,问题,专业回答,交了定金，当事人没有签订认购合同的，定金一般是不可以退的，但也要分情况。要看交定金时双方是如何约定的，如果没有明确说明一般都是不可以退的。根据《民法典》第五百八十六条规定，当事人可以约定一方向对方给付定金作为债权的担保。定金合同自实际交付定金时成立。第五百八十七条规定，债务人履行债务的，定金应当抵作价款或者收回。给付定金的一方不履行债务或者履行债务不符合约定，致使不能实现合同目的的，无权请求返还定金；收受定金的一方不履行债务或者履行债务不符合约定，致使不能实现合同目的的，应当双倍返还定金。-法律依据：中华人民共和国民法典第五百八十六条当事人可以约定一方向对方给付定金作为债权的担保。定金合同自实际交付定金时成立。中华人民共和国民法典第五百八十七条债务人履行债务的，定金应当抵作价款或者收回。给付定金的一方不履行债务或者履行债务不符合约定，致使不能实现合同目的的，无权请求返还定金；收受定金的一方不履行债务或者履行债务不符合约定，致使不能实现合同目的的，应当双倍返还定金。,回答
问购车合同要强制收回怎么办,问题,专业回答,购车合同要强制收回，购买人可以拒绝，出卖人以此为由拒不履行合同义务的，买受人可以向法院起诉。根据《民法典》第五百零九条第一、二款规定，当事人应当按照约定全面履行自己的义务。当事人应当遵循诚信原则，根据合同的性质、目的和交易习惯履行通知、协助、保密等义务。第五百九十八条规定，出卖人应当履行向买受人交付标的物或者交付提取标的物的单证，并转移标的物所有权的义务。-法律依据：《民法典》第五百零九条当事人应当按照约定全面履行自己的义务。当事人应当遵循诚信原则，根据合同的性质、目的和交易习惯履行通知、协助、保密等义务。《民法典》第五百九十八条出卖人应当履行向买受人交付标的物或者交付提取标的物的单证，并转移标的物所有权的义务。,回答
问微信口头协议有效吗,问题,专业回答,当事人通过微信订立口头协议是有效的。根据《民法典》第一百四十三条规定，具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。第四百六十九条第一、二款规定，当事人订立合同，可以采用书面形式、口头形式或者其他形式。书面形式是合同书、信件、电报、电传、传真等可以有形地表现所载内容的形式。-法律依据：中华人民共和国民法典第一百四十三条具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。中华人民共和国民法典第四百六十九条当事人订立合同，可以采用书面形式、口头形式或者其他形式。书面形式是合同书、信件、电报、电传、传真等可以有形地表现所载内容的形式。,回答
问有阴阳合同不想卖房可以吗,问题,专业回答,当事人签订阴阳房屋买卖合同的，出卖人可以违约，但是要承担相应的违约责任。根据《民法典》第一百四十六条规定，行为人与相对人以虚假的意思表示实施的民事法律行为无效。以虚假的意思表示隐藏的民事法律行为的效力，依照有关法律规定处理。第五百七十七条规定，当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。-法律依据：《民法典》第一百四十六条行为人与相对人以虚假的意思表示实施的民事法律行为无效。以虚假的意思表示隐藏的民事法律行为的效力，依照有关法律规定处理。第五百七十七条当事人一方不履行合同义务或者履行合同义务不符合约定的，应当承担继续履行、采取补救措施或者赔偿损失等违约责任。,回答
问公司合伙协议需要盖什么章,问题,专业回答,公司合伙协议可以盖合同章或者公章。根据《民法典》第四百九十条规定，当事人采用合同书形式订立合同的，自当事人均签名、盖章或者按指印时合同成立。在签名、盖章或者按指印之前，当事人一方已经履行主要义务，对方接受时，该合同成立。法律、行政法规规定或者当事人约定合同应当采用书面形式订立，当事人未采用书面形式但是一方已经履行主要义务，对方接受时，该合同成立。-法律依据：《民法典》第四百九十条当事人采用合同书形式订立合同的，自当事人均签名、盖章或者按指印时合同成立。在签名、盖章或者按指印之前，当事人一方已经履行主要义务，对方接受时，该合同成立。法律、行政法规规定或者当事人约定合同应当采用书面形式订立，当事人未采用书面形式但是一方已经履行主要义务，对方接受时，该合同成立。,回答
问买卖合同有效要件是什么,问题,专业回答,买卖合同有效的要件：1、买卖合同的当事人具有相应的民事行为能力和民事权利能力；2、买卖合同是当事人真实的意思表示；3、买卖合同不违反法律法规的强制性规定或者公序良俗。根据《民法典》第一百四十三条规定，具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。-法律依据：《民法典》第一百四十三条具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。,回答
问合同违约谁管,问题,专业回答,合同当事人违约的，可以向人民法院起诉或者向仲裁机构申请仲裁。根据《民事诉讼法》第三条规定，人民法院受理公民之间、法人之间、其他组织之间以及他们相互之间因财产关系和人身关系提起的民事诉讼，适用本法的规定。第九十三条规定，人民法院审理民事案件，根据当事人自愿的原则，在事实清楚的基础上，分清是非，进行调解。《仲裁法》第二条规定，平等主体的公民、法人和其他组织之间发生的合同纠纷和其他财产权益纠纷，可以仲裁。-法律依据：《民事诉讼法》第三条人民法院受理公民之间、法人之间、其他组织之间以及他们相互之间因财产关系和人身关系提起的民事诉讼，适用本法的规定。第九十三条人民法院审理民事案件，根据当事人自愿的原则，在事实清楚的基础上，分清是非，进行调解。《仲裁法》第二条平等主体的公民、法人和其他组织之间发生的合同纠纷和其他财产权益纠纷，可以仲裁。,回答
问不公平的协议有没有法律效力,问题,专业回答,不公平的协议如果是当事人真实意思表示的，具有法律效力。根据《民法典》第一百四十三条规定，具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。第一百五十一条规定，一方利用对方处于危困状态、缺乏判断能力等情形，致使民事法律行为成立时显失公平的，受损害方有权请求人民法院或者仲裁机构予以撤销。-法律依据：《民法典》第一百四十三条具备下列条件的民事法律行为有效：（一）行为人具有相应的民事行为能力；（二）意思表示真实；（三）不违反法律、行政法规的强制性规定，不违背公序良俗。《民法典》第一百五十一条一方利用对方处于危困状态、缺乏判断能力等情形，致使民事法律行为成立时显失公平的，受损害方有权请求人民法院或者仲裁机构予以撤销。,回答
问合伙做生意口头协议有法律效力吗,问题,专业回答,合伙做生意，订立的口头协议有法律效力。根据《民法典》第九百六十七条规定，合伙合同是两个以上合伙人为了共同的事业目的，订立的共享利益、共担风险的协议。第四百六十九条规定，当事人订立合同，可以采用书面形式、口头形式或者其他形式。书面形式是合同书、信件、电报、电传、传真等可以有形地表现所载内容的形式。以电子数据交换、电子邮件等方式能够有形地表现所载内容，并可以随时调取查用的数据电文，视为书面形式。-法律依据：中华人民共和国民法典第九百六十七条合伙合同是两个以上合伙人为了共同的事业目的，订立的共享利益、共担风险的协议。中华人民共和国民法典第四百六十九条当事人订立合同，可以采用书面形式、口头形式或者其他形式。书面形式是合同书、信件、电报、电传、传真等可以有形地表现所载内容的形式。以电子数据交换、电子邮件等方式能够有形地表现所载内容，并可以随时调取查用的数据电文，视为书面形式。,回答
问三方违约金可以不交吗,问题,专业回答,违反三方协议约定的，如果合同约定了相应的违约金条款，违约方应当支付违约金。根据《民法典》第五百八十五条规定，当事人可以约定一方违约时应当根据违约情况向对方支付一定数额的违约金，也可以约定因违约产生的损失赔偿额的计算方法。约定的违约金低于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以增加；约定的违约金过分高于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以适当减少。当事人就迟延履行约定违约金的，违约方支付违约金后，还应当履行债务。-法律依据：《民法典》第五百八十五条当事人可以约定一方违约时应当根据违约情况向对方支付一定数额的违约金，也可以约定因违约产生的损失赔偿额的计算方法。约定的违约金低于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以增加；约定的违约金过分高于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以适当减少。当事人就迟延履行约定违约金的，违约方支付违约金后，还应当履行债务。,回答
问亲属代签的合同有效吗,问题,专业回答,亲属代签合同，未经被代理人授权的，代签合同对被代理人不发生效力。根据《民法典》第一百七十一条第一、二款规定，行为人没有代理权、超越代理权或者代理权终止后，仍然实施代理行为，未经被代理人追认的，对被代理人不发生效力。相对人可以催告被代理人自收到通知之日起三十日内予以追认。被代理人未作表示的，视为拒绝追认。行为人实施的行为被追认前，善意相对人有撤销的权利。撤销应当以通知的方式作出。-法律依据：《民法典》第一百七十一条行为人没有代理权、超越代理权或者代理权终止后，仍然实施代理行为，未经被代理人追认的，对被代理人不发生效力。相对人可以催告被代理人自收到通知之日起三十日内予以追认。被代理人未作表示的，视为拒绝追认。行为人实施的行为被追认前，善意相对人有撤销的权利。撤销应当以通知的方式作出。,回答
问劳动合同可以有补充协议吗,问题,专业回答,劳动合同可以有补充协议。根据《劳动合同法》第十七条规定，劳动合同应当具备以下条款：（一）用人单位的名称、住所和法定代表人或者主要负责人；（二）劳动者的姓名、住址和居民身份证或者其他有效身份证件号码；（三）劳动合同期限；（四）工作内容和工作地点；（五）工作时间和休息休假；（六）劳动报酬；（七）社会保险；（八）劳动保护、劳动条件和职业危害防护；（九）法律、法规规定应当纳入劳动合同的其他事项。劳动合同除前款规定的必备条款外，用人单位与劳动者可以约定试用期、培训、保守秘密、补充保险和福利待遇等其他事项。-法律依据：《劳动合同法》第十七条劳动合同应当具备以下条款：（一）用人单位的名称、住所和法定代表人或者主要负责人；（二）劳动者的姓名、住址和居民身份证或者其他有效身份证件号码；（三）劳动合同期限；（四）工作内容和工作地点；（五）工作时间和休息休假；（六）劳动报酬；（七）社会保险；（八）劳动保护、劳动条件和职业危害防护；（九）法律、法规规定应当纳入劳动合同的其他事项。,回答
问校招违约如何不交违约金,问题,专业回答,一般来说，校招不需要支付违约金，如果双方有约定的，可以和用人单位协商处理。根据《民法典》第五百八十五条规定，当事人可以约定一方违约时应当根据违约情况向对方支付一定数额的违约金，也可以约定因违约产生的损失赔偿额的计算方法。约定的违约金低于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以增加；约定的违约金过分高于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以适当减少。当事人就迟延履行约定违约金的，违约方支付违约金后，还应当履行债务。-法律依据：《民法典》第五百八十五条当事人可以约定一方违约时应当根据违约情况向对方支付一定数额的违约金，也可以约定因违约产生的损失赔偿额的计算方法。约定的违约金低于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以增加；约定的违约金过分高于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以适当减少。当事人就迟延履行约定违约金的，违约方支付违约金后，还应当履行债务。,回答
问合同约定违约金上限是否有效,问题,专业回答,合同约定违约金超过上限，合同依旧有效，但当事人可以请求人民法院或者仲裁机构予以适当减少。根据《民法典》第五百八十五条第一、二款规定，当事人可以约定一方违约时应当根据违约情况向对方支付一定数额的违约金，也可以约定因违约产生的损失赔偿额的计算方法。约定的违约金低于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以增加；约定的违约金过分高于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以适当减少。-法律依据：《民法典》第五百八十五条第一、二款当事人可以约定一方违约时应当根据违约情况向对方支付一定数额的违约金，也可以约定因违约产生的损失赔偿额的计算方法。约定的违约金低于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以增加；约定的违约金过分高于造成的损失的，人民法院或者仲裁机构可以根据当事人的请求予以适当减少。,回答
